"rank","search_url","search_keyword","title","author","doi_url","keywords","abstract","pdf_name","higtlight","lang","search_site"
1390,"https://academic.naver.com/article.naver?doc_id=594155459","필터","Design of an LCL-Filter for Grid-Connected Three-Level Inverter System","박준영, 김석민, 서승규, 박성수, 이교범","http://dx.doi.org/http://dx.doi.org/10.7471/ikeee.2017.21.2.105","Grid-connected system, Harmonics, LCL-filter, Space vector pulse-width modulation, SVPWM, Three-level inverter, Space vector pulse-width modulation (SVPWM)","This paper proposes a design method of an LCL-filter for grid-tied three-level inverter systems. The demand for three-phase PWM inverters in applications such as wind or solar power generation systems has been increase in recent years. To reduce harmonic components caused by switching operation, such inverters are connected to the grid via an LCL filter. Although there are research results for designing LCL-filter, the modulation method should be fully considered to make the filter perform desired cancellation ability with minimized size. This paper presents the design methodology for an LCL-filter that is optimized for SVM switching operations. The simulation and experimental results verify the validity of the LCL-filter designed with proposed method in this paper.","e007a1ebf45a429ea2528f37782aa45b","","eng","naver"
1753,"https://academic.naver.com/article.naver?doc_id=61860646","화합물","Phenolic Content, DPPH Radical Scavenging, and Tyrosinase Inhibitory Activities of Ecklonia cava Extracted with the Ultrasonic Wave Method","So Jung Kim","http://dx.doi.org/http://dx.doi.org/10.5352/JLS.2013.23.7.913","Ultrasonic extraction, Ecklonia cava, phenolics, DPPH assay, tyrosinase inhibitory activity","The applicability of the ultrasonic wave method to the extraction of useful components from seaweeds was investigated. Extracts from freeze-dried Ecklonia cava powder were prepared with hot water ($65^{\circ}C$), water ($24^{\circ}C$), 50% ethanol, and 100% ethanol, and ultrasonic extraction was also performed. The content of phenolic compounds and the 1,1-diphenyl-2-picrylhydrazyl (DPPH) radical scavenging activity and tyrosinase inhibitory activity of the extracts were analyzed, and differences in the data obtained by the ultrasonic extraction and the traditional extraction methods were compared. The phenolic content in the E. cava extract by ultrasonic extraction (142.80 mg/g) was approximately 14 times higher than the phenolic content in the hot water extract (10.03 mg/g). The DPPH radical scavenging and the tyrosinase inhibitory activities of the ultrasonic extract were approximately 4 times and 14 times higher than the hot water extracts, respectively. The correlation between the phenolic content and the DPPH radical scavenging activity ($R^2$=99.47) and between the phenolic content and the tyrosinase inhibitory activity ($R^2$=99.99) was very high. These results indicate that ultrasonic extraction is more suitable than traditional extraction for the extraction of useful components from E. cava.","7d7d1ad2c6424da6a4b9cde30591cfbd","","eng","naver"
1403,"https://academic.naver.com/article.naver?doc_id=601983981","공기","Comparative Evaluation on Collision and Particle Separation Efficiency between CO2 Bubbles and Air Bubbles Using Contact Zone Model of Flotation Process","양종원, 최용호, 채인석, 김미숙, 정용훈, 김태금, 곽동희","http://dx.doi.org/http://dx.doi.org/10.15681/KSWE.2019.35.1.64","Bubble, Carbon dioxide, Collision, Dissolved air flotation, Flotation","In recent years, carbon dioxide ($CO_2$) bubbles emerged as the most widely applied material with the recycling of sequestrated storage to decrease global warming. Flotation using $CO_2$ as an alternative to air could be effective in overcoming the high power consumption in the dissolved air flotation (DAF) process. The comparison of DAF and DCF system indicated that, the carbon dioxide flotation (DCF) system with pressurized $CO_2$ only requires 1.5 ~ 2.0 atm, while the DAF system requires 3.0 ~ 6.0 atm. In a bid to understand the characteristics of particle separation, the single collector collision (SCC) model was used and a series of simulations were conducted to compare the differences of collision and flotation between $CO_2$ bubbles and air bubbles. In addition, laboratory experiments were sequentially done to verify the simulation results of the SCC model. Based on the simulation results, surfactant injection, which is known to decrease bubble size, cloud improved the collision efficiency of $CO_2$ bubbles similar to that of air bubbles. Furthermore, the results of the flotation experiments showed similar results with the simulation of the SCC model under anionic surfactant injection. The findings led us to conclude that $CO_2$ bubbles can be an alternative to air bubbles and a promising material as a collector to separate particles in the water and wastewater.","5f6b45f03df94e0bb4ba69ae036bfab9","","eng","naver"
1166,"https://academic.naver.com/article.naver?doc_id=177031619","코팅","Analysis of Temperature Distributions in Spray Coating Room","김남웅, 김성용, 김국원","http://dx.doi.org/http://dx.doi.org/10.5762/KAIS.2015.16.11.7667","Spray coating room, Thermo-flow analysis, Temperature distribution","Recently, Zinc coating is often used with environment friendly features and high performance. Generally The coating temperature is one of main factors for determining coating thickness and coating ability, so the optimal coating temperature is strongly required. In this paper, the thermo-flow simulation considering the air flow inside the coating rooms for analyzing the temperature distributions of Zinc spray coating room was performed. Two spray coating rooms, preheating room and drying room were all modeled by SolidWorks program and the temperature distributions were analyzed by Flow simulation program. The analysis results were verified with the measured data by thermal image camera. The characteristics of temperature distributions of the first spray room and the second spray room were understood and the results showed that the temperatures of two spray coating room were low compared with the target temperature $25^{\circ}C$. To the exclusion of heater addition, the simulation with all the same conditions exclusive the exhaust fan was performed, which showed that the temperatures of the first and the second spray rooms increased by $6.2^{\circ}C$ and $5.8^{\circ}C$. This analysis can be applicable for designing a new spray coating room for improving performance.","ae66533092d8410ea10d6ccef1076762","","eng","naver"
1634,"https://academic.naver.com/article.naver?doc_id=594749241","침전","Effects of SPAC1B3.08, ortholog of Thp1/PCID2, on mRNA export in fission yeast","박진희, 윤진호","http://dx.doi.org/http://dx.doi.org/10.7845/kjm.2019.9051","S. pombe, MRNA export, Orthologs of Thp1/PCID2, TREX-2 complex, pombe","Thp1/PCID2 is a subunit of the evolutionally conserved TREX-2 complex, which is required for transcription-coupled mRNA export from the nucleus to the cytoplasm. In fission yeast, Schizosaccharomyces pombe, there are two orthologs of the Thp1/PCID2 protein. In addition to pci2 (SPBC1105.07c) gene, SPAC1B3.08 gene encodes a PCI domain-containing protein that is predicted as a component of TREX-2 complex. Overexpression of SPAC1B3.08 cause slight defects of both growth and mRNA export. Yeast two-hybrid and co-immunoprecipitation analysis exhibits that the SPAC1B3.08 protein interacted with Sac3 and Dss1, which are another components of TREX-2 complex. These observations support the possibility that the S. pombe SPAC1B3.08 protein, as a component of TREX-2 complex, is involved in mRNA export.","22ae332b9e104060a76b80fe6e571e65","","eng","naver"
1899,"https://academic.naver.com/article.naver?doc_id=594337492","소재","Application of Pine Needle Extract as Cosmetic Material","박장순","http://dx.doi.org/http://dx.doi.org/10.14400/JDC.2019.17.7.395",", , , , , Pine needles, Hot water extract, Cosmetics, Antioxidants, Flavonoid content","Contemporary society, the era of the 4th industrial revolution, has been enjoying a boom in the cosmetics industry due to the launch of cosmetics through new technology development due to the interest in the beauty industry. However, the cosmetics industry is booming, but dry eye syndrome, skin trouble, Hormonal disturbances, and many other side effects. In order to prove the universal use value of pine needles as a natural cosmetic material that can complement the side effects of existing chemical ingredients cosmetics harmful to human body, and to propose a roll model of desirable natural cosmetics, DPPH radical scavenging activity, ABTS assay, and flavonoid content were studied. The results showed that both the DPPH radical and ABTS radical scavenging activity increased in both the $70^{\circ}C$ and $100^{\circ}C$ pine water hot water extracts. The extracts from the pine tree extracts at $70^{\circ}C$ and $100^{\circ}C$ showed $32.0{\pm}2.5mg\;QE/ml$ and 116.8 A total flavonoid of ${\pm}5.5mg\;QE/ml$ was detected. Therefore, it is considered that the pine needle hydrothermal extract having a large amount of antioxidant which is advantageous to human body is highly applicable as a natural cosmetic material harmless to the human body.","4f96140baf68472fbf5cdf62af248a41","","eng","naver"
1500,"https://academic.naver.com/article.naver?doc_id=578270683","소재","The effect of silica composite properties on DLP-stereolithography based 3D printing","이진욱, 남산, 황광택, 김진호, 김응수, 한규성","http://dx.doi.org/http://dx.doi.org/10.6111/JKCGCT.2019.29.2.054","3D printing, Silica composite, Digital light processing, Photopolymerization, Additive manufacturing","Recently, various composite materials for additive manufacturing are interested to expand the application field of 3D printing. 3D printing technique was mainly developed using polymer, and ceramic materials for 3D printing are still in the early stage of research due to the requirement of high solid content and post treatment process. In this study, silica particles with various diameters were surface treated with silane coupling agent, and synthesized as silica composite with photopolymer to apply DLP 3D printing process. DLP is an additive manufacturing technology, which has high accuracy and applicability of various composite materials. The rheological behavior of silica composite was analyzed with various solid contents. After DLP 3D printing was performed using silica composites, the printing accuracy of the 3D printed specimen was less than about 3 % to compare with digital data and he bending strength was 34.3 MPa at the solid content of 80 wt%.","da22b351a9c64effa4b103dd92a0a695","","eng","naver"
1663,"https://academic.naver.com/article.naver?doc_id=181893189","침전","Characterization of Microbial Diversity of Metal-Reducing Bacteria Enriched from Groundwater and Reduction/Biomineralization of Iron and Manganese","김유미, 오종민, 정혜연, 이승엽, 노열","http://dx.doi.org/http://dx.doi.org/10.9719/EEG.2014.47.4.431",", , , , , metal-reducing bacteria, iron, manganese, biomineralization, groundwater","The purposes of this research were to investigate the enrichment of metal-reducing bacteria from KURT groundwater and the identification of the microbial diversity by 16S rRNA as well as to examine microbial Fe(III)/Mn(IV) reduction and to analyze morphological features of interactions between microbes and precipitates and their mineralogical composition. To cultivate metal-reducing bacteria from groundwater sampled at the KURT in S. Korea, different electron donors such as glucose, acetate, lactate, formate, pyruvate and Fe(III)-citrate as an electron accepter were added into growth media. The enriched culture was identified by 16S rRNA gene sequence analysis for the diversity of microbial species. The effect of electron donors (i.e., glucose, acetate, lactate, formate, pyruvate) and electron acceptors (i.e., akaganeite, manganese oxide) on microbial iron/manganese reduction and biomineralization were examined using the 1st enriched culture, respectively. SEM, EDX, and XRD analyses were used to determine morphological features, chemical composition of microbes and mineralogical characteristics of the iron and manganese minerals. Based on 16S rRNA gene analysis, the four species, Fusibacter, Desulfuromonas, Actinobacteria, Pseudomonas sp., from KURT groundwater were identified as anaerobic metal reducers and these microbes precipitated metals outside of cells in common. XRD and EDX analyses showed that Fe(III)-containing mineral, akaganeite (${\beta}$-FeOOH), reduced into Fe(II)/Fe(III)-containing magnetite ($Fe_3O_4$) and Mn(IV)-containing manganese oxide (${\lambda}-MnO_2$) into Mn(II)-containing rhodochrosite ($MnCO_3$) by the microbes. These results implicate that microbial metabolism and respiratory activities under anaerobic condition result in reduction and biomineralization of iron and manganese minerals. Therefore, the microbes cultivated from groundwater in KURT might play a major role to reduce various metals from highly toxic, mobile to less toxic, immobile.","3774814eb0cf4b619dc112a33cb51ad5","","eng","naver"
1701,"https://academic.naver.com/article.naver?doc_id=594991052","화합물","Odor Characteristics of Malodorous Sulfur-containing Gas Emitted from a Sewer and Its Outlets","박상진, 권수열","http://dx.doi.org/http://dx.doi.org/10.5668/JEHS.2014.40.6.477","Gas chromatography, Odor concentration, Odor intensity, Sewer odor, Sulfur-containing malodorous compounds","Objectives: This study was carried out to investigate the characteristics of odors emitted from sewage in a sanitary sewer and its outlets. Methods: The concentration of mal-odorous sulfur was analyzed by gas chromatograph, and odor intensity was estimated by an on-site sensory test. Odor intensity calculated from instrumental analysis results was compared with odor intensity observed at field. Results: As a results, the concentration of $H_2S$ ranged from 2.4 ppb to 5,889 ppb (average 703 ppb), while $CH_3SH$, $(CH_3)_2S$, and $(CH_3)_2S_2$ showed from 10 ppb to 554 ppb (average 119 ppb) and from 20 ppb to 332 ppb (average 70 ppb) and from 2.7 ppb to 8.1 ppb (average 5 ppb) individually. Average odor intensity observed in the field was degree three. Odor intensity calculated from sulfur compound concentration was confirmed as similar to the observed odor intensity because the coefficient of variance between the observed and the calculated intensities was less than one. Conclusion: It was expected that the results of this study will be helpful to design a deodorizing device to reduce odor emissions from sewerage facilities in the future.","185c487d14e4424d97159746a38e0fee","","eng","naver"
1561,"https://academic.naver.com/article.naver?doc_id=190826283","다공성","Non-Contact Level on Air Levitation Table with Porous Chamber Array","김준현, 정영석, 이태걸, 김태훈, 정효재","http://dx.doi.org/http://dx.doi.org/10.7735/ksmte.2013.22.6.913","Air levitation, Air table, Conveyor, Fiber filter, LCD glass sheet, Non-contacting transportation","This paper presents an applicable basic design that can configure non-contact levitation table for conveying a large sheet of glass. The suggested air levitation table consists of a series of air chambers with porous pads and fans as the conveyor system. The air supply chambers are arrayed to supply an adequately strong upward airflow for supporting the glass. Levitation is controlled by the size and discharge velocity, of the chamber arrays, as well as the glass supporting height. After pre-evaluation of the glass rigidity and the filer functional performance, a one-way fluid structure interface (FSI) analysis is performed for predicting pressure and deflection working of the 8G glass in the transverse and longitudinal directions, respectively. After comparing calculated levels of flatness of the glass, it determines the chamber array for the linear non-contact conveying motion.","f8ac831bb22444888ef4ad680beddcca","","eng","naver"
1398,"https://academic.naver.com/article.naver?doc_id=594684357","필터","Energy Consumption Analysis based on Filter Differential Pressure when Adopting an Air-side Economizer System for a Data Center","박성현, 서장후, 정용호, 장현재, 황석호","http://dx.doi.org/http://dx.doi.org/10.6110/KJACR.2013.25.7.371",", , , TRNSYS, datacenter, airsideeconomizersystem, filterdifferentialpressure, TRNSYS(TRNSYS)","Recently, many studies related to reducing the energy consumption in data centers have been conducted. These studies have mainly focused on the air intake and exhaust system of a computer room air handling unit (CRAH) in the server room, diffuser type, suppression and discharge of the heat generated from the server, and the air-side economizer system. In this study, the energy consumption of the conventional central chilled water cooling system is compared with the energy consumption of the air-side economizer system. We also examined how changes of differential pressure by each filter have influenced energy consumption, using the power usage effectiveness (PUE). Results show that the PUE was improved, and energy consumption decreased, by applying the air-side economizer system.","7606ef1bf9f8426aa60ca7d21aa346e1","","eng","naver"
1640,"https://academic.naver.com/article.naver?doc_id=594548649","화합물","Isolation and Identification of Antioxidants from Methanol Extract of Sword Bean (Canavalia gladiata)","김종필, 이향희, 문제학, 하동룡, 김은선, 김진환, 서계원","http://dx.doi.org/http://dx.doi.org/10.9721/KJFST.2013.45.6.777","Canavalia gladiata, sword bean, 6-tri-O-galloyl β-D-glucopyranoside, galloyl glucoside, gallic acid derivative, 1,4,6-tri-O-galloyl  ${\beta}$- $\small{D}$-glucopyranoside, 1,4,6-tri-O-galloyl β-D-glucopyranoside","The ethyl acetate (EtOAc) layer of Canavalia gladiata (sword bean) methanol extracts showed higher 1,1-diphenyl-2-picrylhydrazyl (DPPH) radical-scavenging activity than other layers. Four phenolic compounds were isolated from the EtOAc layer by silica gel column chromatography and prep-HPLC using a guided DPPH radical-scavenging assay. The isolated compounds were identified as methyl gallate (1), gallic acid (2), 1,6-di-O-galloyl ${\beta}$-$\small{D}$-glucopyranoside (3), and 1,4,6-tri-O-galloyl ${\beta}$-$\small{D}$-glucopyranoside (4) based on MS and NMR analyses. Among the four compounds, no. 4 was isolated from this plant for the first time. Their DPPH radical-scavenging activities based on $SC_{50}$ decreased in the following order: 4 (6.9 ${\mu}M$)>3 (8.3 ${\mu}M$)>2 (10.0 ${\mu}M$)>1 (10.3 ${\mu}M$).","a9b5b3ab470345dfa2079ba83a0eb6c5","","eng","naver"
1616,"https://academic.naver.com/article.naver?doc_id=594663024","공기","Characteristic Changes of Swine Manure by Air Suction Composting System","이동준, 김중곤, 정광화, 조원모, B. Ravindran","http://dx.doi.org/http://dx.doi.org/10.17137/korrae.2016.24.3.63",", , , , , , Swine manure, Composting, Air suction, Discharged ammonia","The objective of this study was to investigate the variations of physico-chemical properties during the swine manure composting, sawdust as the bulking agent was composted at different points (Top layer, Side of middle layer, Bottom layer). Air suction system with constant bottom aeration in bench scale reactors (30 L). The highest temperature was reached in the range of $58^{\circ}C$ to $62^{\circ}C$ on $3^{rd}$ day and this thermophilic phase (> $50^{\circ}C$) was continued for 3 days in all the treatment mixtures. However, the temperature was gradually decreased to room temperature at the end of 60 day composting process. Except control, the discharged ammonia ($NH_3$) was a maximum in the treatment order of Top layer>Bottom layer>Side of middle layer as 500 ppm, 162 ppm and 120 ppm, respectively, on the $4^{th}$ day and showing that Top layer point Air suction produce much more ammonia content than the other point. During the composting process, the total Kjeldahl nitrogen (TKN) was gradually increased due to the mass loss in the composting mixtures. At the same time, C/N ratio was decreased to Top layer, 13; Side of middle layer, 12 and Bottom layer, 13 at Air suction points. The significant reduction of C/N ratio in all different air suction system when manure was matured. The $NH_4-N$ to $NO_3-N$ ratio was recorded as 10.52 at the initial stage of the compost mixtures and reduced to 0.97 (Top layer), 0.70 (Side of middle layer), 3.2 (Bottom layer) because of manure decomposition. The overall results revealed that Top layer and Side of middle layer Air suction is a suitable option when compared other point for high quality composts.","fedbfc1965294257a5f1a6b6f868c323","","eng","naver"
1707,"https://academic.naver.com/article.naver?doc_id=594188463","화합물","Concentration of volatile organic compounds(VOCs) in ambient air and level of residents in industrial area","손부순, 우경숙, 박희진, 강택신, 김근배, 전준민, 장봉기, 이종화","http://dx.doi.org/http://dx.doi.org/10.15269/JKSOEH.2015.25.1.104","VOCs in air, industrial area, VOC metabolite","Objectives: The purpose of this study is to investigate the atmospheric concentration of VOCs and the urinary concentration of t,t-MA, HA, MA in the industrial complex of Yeosu, South Jeolla Province. Methods: In order to study seasonal patterns of air concentration of VOCs, measurements were taken at five sampling sites around Yeosu from June 2013 to June 2014. Urinary metabolite excretionsfrom 671 subjects, exposure and comparison area were analyzed. Results: The average concentration of VOCs in the air was 1.53ppb for benzene, 0.73ppb for toluene, 0.22ppb for ethylbenzene, 0.52ppb for xylene and 0.12ppb for styrene. The concentration of benzene was somewhat higher than the year-average standard ($5{\mu}g/m^3$, about 1.5ppb) of the domestic air-environment criteria newly established in 2010.The metabolic concentration of VOCs in the urine of the entire sample was analyzed at $47.76{\mu}g/g\;cr.$, 213.07mg/g cr., and $290.09{\mu}g/g\;cr.$ for t,t-MA, HA, and MA, respectively. Compared with the average values for Korea as presented in the first basic survey of national environmental conservation ( $49.8{\mu}g/g\;cr.$ for t,t-MA, 0.17g/g cr. for HA, and 0.26mg/g cr. for MA), the metabolic concentrations of HA and MA in urine were higher than the average values. Conclusions: The concentration of VOCs in the air and urinary metabolites of the exposed and control areas showed that the concentrations of all substances were higher in the exposed area than in the control area.","c8774ad3b3c14b6eb2f64e229dcc8efe","","eng","naver"
1457,"https://academic.naver.com/article.naver?doc_id=594963916","공기","Improvement of the Calculation Standard for Prolongation cost of Domestic Public Construction Project","정기창, 이재섭, Jeong Kichang, Lee Jaeseob","http://dx.doi.org/10.6106/KJCEM.2016.17.4.095",", , , , , , , Prolongation Cost, Time Extension, Delay cost, Contract Price Adjustment, Incidental Cost, Indirect Cost","Recently, a research regarding calculation of construction time extension-oriented incidental costs has been intensively suggested in quantitative aspect and recent studies on system improvement has been made continuously. In the case of Domestic Public Construction Works, State Contract Act is applied when the client is government whereas Local Government Contract Act is done when the client is local government, but more meticulous study is required because improvement plan is not proposed even there is a clear demand for improvement of these problems on calculation standard. Thus this study suggested appropriate standard by comparing each the calculation standards followed by 'State Contract Act' and 'Local Government Contract Act', considering the problems accorded, and analyzing field cases. Calculation method of other expenses was differently regulated as the revision of each regulation, and this demonstrates that there is a difference of actual cost from 12.37% to 24.95%. It is shown that less cost of construction time were calculated than actual cost according to a problem of calculation method by State Contract Act as the rate at the time of contract to be applied in other expense rate. This study suggested the rate against incidental cost and the rate of other expense per day against total construction cost as an appropriate rate calculation for other expense based on field database.","9285e79a0ed14c40a7a28b1a76614ea1","","eng","naver"
1141,"https://academic.naver.com/article.naver?doc_id=176917640","코팅","A Study on the Mechanical Property of Sillicon Diamond-like-carbon Coating for Insulation of Electrically Assisted Forming Die Component","김우영, 이현우, 양대호, 홍성태","http://dx.doi.org/http://dx.doi.org/10.7467/KSAE.2015.23.6.656","Diamond-like-carbon, , Coating, , Resistivity, , Adherence, , Hardness, , Forming die, , diamondlikecarbon, coating, resistivity, adherence, hardness, formingdie","In the present study, multi-layered Si DLC (Silicon Diamond-Like Carbon) coatings with HMDSO (Hexamethyldisiloxane) buffer layers are applied on SKD 11 substrates by PECVD (Plasma Enhanced Chemical Vapor Deposition) with different HMDSO gas flow rates, while the gas flow rate of $C_2H_2$ is fixed to enhance the electric resistivity of forming dies for electrically assisted forming. The HMDSO buffer layer is introduced to increase adhesion between the base metal and Si-DLC layers. The result of evaluation of electric resistivity and adhesion strength shows that the properties are affected by the flow rate of HMDSO, while the flow rate of 80 sccm results in the coating with the highest electric resistivity and adhesion strength among the selected flow rates.","fbd759fe07844dca8648113e5d9af902","","eng","naver"
1408,"https://academic.naver.com/article.naver?doc_id=594139886","필터","Image Enhancement of Image Intensifying Device in Extremely Low-Light Levels using Multiple Filters and Anisotropic Diffusion","문진규","http://dx.doi.org/http://dx.doi.org/10.5762/KAIS.2018.19.7.36","Image Enhancement, Image Intensifying Device, Extremely Low-Light Level, Anisotropic Diffusion, Multiple Filters","An image intensifying device is equipment that makes weak objects visible in a dark environment, such as making nighttime bright enough to let objects be visually observed. It is possible to obtain a clear image by amplifying the light in the presence of a certain amount of weak light. However, in an extremely low-light environment, where even moonlight is not present, there is not enough light to amplify anything, and the sharpness of the screen deteriorates. In this paper, a method is proposed to improve image quality by using multiple filters and anisotropic diffusion for output noise of the image-intensifying device in extreme low-light environments. For the experiment, the output of the image-intensifying device was obtained under extremely low-light conditions, and signal processing for improving the image quality was performed. The configuration of the filters for signal processing uses anisotropic diffusion after applying a median filter and a Wiener filter for effective removal of salt-and-pepper noise and Gaussian noise, which constitute the main noise appearing in the image. Experimental results show that the improvement visually enhanced image quality. Both peak signal-to-noise ratio (PSNR) and SSIM, which are quantitative indicators, show improved values.","7d9bc6f21e7b40d489df7fc59ced49e3","","eng","naver"
1055,"https://academic.naver.com/article.naver?doc_id=594837103","코팅","Formation of YSZ Coatings Deposited by Suspension Vacuum Plasma Spraying","유연우, 변응선","http://dx.doi.org/http://dx.doi.org/10.5695/JKISE.2017.50.6.460","Suspension vacuum plasma spraying, Yttria stabilized zirconia, Microstructure, Thermal conductivity","As increasing thermal efficiency of the gas turbine, the performance improvement of thermal barrier coatings is also becoming important. Ytrria stabilized zirconia(YSZ) is the most popular materials for ceramic top coating because of its low thermal conductivity. In order to enhance the performance of thermal barrier coatings for hot sections in the gas turbine, suspension plasma spraying was developed in order to feed nano-sized powders. YSZ coatings formed by suspension plasma spraying showed better performance than YSZ coatings due to its exclusive microstructure. In this research, two YSZ coatings were deposited by suspension vacuum plasma spraying at 400 mbar and 250 mbar. Microstructures of YSZ coatings were analyzed by scanning electron image(SEM) on each spraying conditions, respectively. Crystalline structure transformation was not detected by X-ray diffraction. Thermal conductivity of suspension vacuum plasma sprayed YSZ coatings were measured by laser flash analysis. Thermal conductivity of suspension vacuum plasma sprayed YSZ coatings containing horizontally oriented nano-sized pores and vertical cracks showed $0.6-1.0W/m{\cdot}K$, similar to thermal conductivity of YSZ coatings formed by atmospheric plasma spraying.","c86b27f2fafe4b10bcb9d29a04b16391","","eng","naver"
1648,"https://academic.naver.com/article.naver?doc_id=594317147","침전","A Study on the Cementation Reaction of Cadmium by Zinc Powders from Leaching Solution of Waste Nickel-Cadmium Batteries","김민준, 박일정, 김대원, 정항철","http://dx.doi.org/http://dx.doi.org/10.7844/kirr.2019.28.1.23",", , , , Cementation, Ni-Cd battery, Cadmium recovery, Recycling","Cementation is one of economical and efficient recycling method precipitating the metal ion in solution by adding another active metal. In this study for optimizing cadmium recovery efficiency, it was performed as a function of the effect of pH, temperature, particle size, and input amount of zinc in 0.1 M $CdSO_4$ solution and Ni-Cd battery leaching solutions, respectively. The particle size of zinc and temperature were key factors for Cd cementation and it was confirmed that the input amount of 2.6 of Zn/Cd ratio using granular-type zinc was optimal condition for selective Cd recovery efficiency at $25^{\circ}C$.","cc6617ef471941fda63cfeabb4791a2d","","eng","naver"
1181,"https://academic.naver.com/article.naver?doc_id=594380942","코팅","Effect of Working Pressure and Substrate Bias on the Tribology Properties of the Cr-Al-N Coatings","최선아, 김성원, 이성민, 김형태, 오윤석","http://dx.doi.org/http://dx.doi.org/10.5695/JKISE.2017.50.6.473","Cr-Al-N, Tribology, Hybrid Physical Vapor Deposition","CrN coatings have been used as protective coatings for cutting tools, forming tools, and various tribological machining applications because these coatings have high hardness. Cr-Al-N coatings have been investigated to improve the properties of CrN coatings. Cr-Al-N coatings were fabricated by a hybrid physical vapor deposition method consisting of unbalanced magnetron sputtering and arc ion plating with different working pressure and substrate bias voltage. The phase analysis of the composition was performed using XRD (x-ray diffraction). Cr-Al-N coatings were grown with textured CrN phase and (111), (200), and (220) planes. The adhesion strength of the coatings tested by scratch test increased. The friction coefficient and removal rate of the coatings were measured by a ball-on-disk test. The friction coefficient and removal rate of the coatings decreased from 0.46. to 0.22, and from $2.00{\times}10^{-12}m^2/N$ to $1.31{\times}10^{-13}m^2/N$, respectively, with increasing bias voltage. The tribological properties of the coatings increased with increasing substrate bias voltage.","59db398f06454b158ea7bcaadf4e1b27","","eng","naver"
1642,"https://academic.naver.com/article.naver?doc_id=602745300","침전","Comparative Analysis of Heavy Metal Contamination, Mineral Composition and Spectral Characteristics of White, Reddish Brown and Mixed Precipitates Occurring at Osip Stream Drainage, Gangwondo, South Korea","임정화, 유재형, 신지혜, 고상모","http://dx.doi.org/http://dx.doi.org/10.9719/EEG.2019.52.1.13",", , , , , White precipitates, Reddish brown precipitates, Mixed precipitates, Heavy metal contamination, Spectral characteristics","This study analyzed precipitation environment, heavy metal contamination, and mineral composition of white, reddish brown and mixed precipitates occurring at the Osip stream drainage, Gangwondo. Furthermore, spectral characteristics of the precipitates associated with heavy metal contamination and mineral composition was investigated based on spectroscopic analysis. The pH range of the precipitates was 4.43-6.91 for white precipitates, 7.74-7.94 for reddish brown precipitates, and 7.59-7.9 for the mixed precipitates, respectively. XRF analysis revealed that these precipitates were contaminated with Ni, Cu, Zn, and As. The white precipitates showed high Al concentration compared to reddish brown precipitates as much as 3.3 times, and the reddish brown precipitates showed high Fe concentration compared to white precipitates as much as 15 times. XRD analysis identified that the mineral composition of the white participates was aluminocoquimbite, gibbsite, quartz, saponite, and illite, and that of reddish brown precipitates was aluminum isopropoxide, kaolinite, goethite, dolomite, pyrophyllite, magnetite, quartz, calcite, pyrope. The mineral composition of the mixed precipitates was quartz, albite, and calcite. The spectral characteristics of the precipitates was manifested by gibbsite, saponite, illite for white precipitates, goethite, kaolinite, pyrophyllite for reddish brown precipitates, and albite for the mixed precipitates, respectively. The spectral reflectance of the precipitates decreased with increase in heavy metal contamination, and absorption depth of the precipitates indicated that the heavy metal ions were adsorbed to saponite and illite for white precipitates, and goethite and magnetite for reddish brown precipitates.","53d83baa51d846d5b5b6fb79f9a7df7e","","eng","naver"
1205,"https://academic.naver.com/article.naver?doc_id=594246091","여과","Influence of Particle and Filter Charge on Filtration Property of Air Filter under Particle Loading","지성미, 손종렬, 박현설","http://dx.doi.org/http://dx.doi.org/10.5572/KOSAE.2012.28.6.644",", , , Particle loading, Air filter, Particle charge, Filter charge, Collection efficiency, Pressure drop","As soon as a new air filter is applied to an air purification process, the filter gets loaded with dust particles. Thus, the study on the particle loading characteristics of air filter is very essential in order to understand the real filtration phenomena during filter use. In this study, we investigated the effect of particle and filter charge on the particle loading property of air filter. Charged filter and uncharged filter prepared by discharging the charged filter by isopropyl alcohol were used as test samples, and three types of particle having different charge states were supplied to filters tested. For neutralized particles there was a big difference in areal mass loading rates between charged and uncharged filters due to the very small amount of particle charge, on the other hand the difference was diminished for atomized particle and finally almost vanished for corona charged particles. The pressure drop of filter loaded with corona charged particles was only half of those for neutralized and atomized particles at the same areal mass loading because of the porous structure of particle deposit formed on filter fibers, caused by the space charge effect between particles.","441055f2b20845bba8e61516660f0550","","eng","naver"
